record_id,vehicle_id,date,maintenance_type,failure_type,severity,parts_replaced,repair_cost,downtime_hours,technician_id,workshop_id,root_cause,action_taken,notes,next_maintenance_date
REC-VEH-1018-106,VEH-1018,2026-03-23T22:26:26.003892,predictive,transmission,low,['gears'],263.28,3.0,TECH-002,WS-003,Wear and tear on transmission components,Replaced gears,Routine low maintenance,2026-05-04T22:26:26.003892
REC-VEH-1018-87,VEH-1018,2026-04-11T22:26:26.004114,preventive,tire,high,"['TPMS sensors', 'valve stems', 'tires']",1888.41,26.7,TECH-019,WS-003,Wear and tear on tire components,"Replaced TPMS sensors, valve stems, tires",Routine high maintenance,2026-05-25T22:26:26.004114
REC-VEH-1018-43,VEH-1018,2026-05-25T22:26:26.004476,predictive,electrical,low,['wiring harness'],276.25,4.7,TECH-019,WS-002,Wear and tear on electrical components,Replaced wiring harness,Routine low maintenance,2026-07-01T22:26:26.004476
REC-VEH-1018-215,VEH-1018,2025-12-04T22:26:26.004815,preventive,brake,low,['brake pads'],299.12,4.9,TECH-013,WS-003,Wear and tear on brake components,Replaced brake pads,Routine low maintenance,2026-01-22T22:26:26.004815
REC-VEH-1018-361,VEH-1018,2025-07-11T22:26:26.005039,corrective,electrical,low,['battery'],280.67,5.5,TECH-001,WS-003,Wear and tear on electrical components,Replaced battery,Routine low maintenance,2025-09-16T22:26:26.005039
REC-VEH-1018-145,VEH-1018,2026-02-12T22:26:26.005253,predictive,brake,low,['calipers'],259.69,4.3,TECH-019,WS-004,Wear and tear on brake components,Replaced calipers,Routine low maintenance,2026-04-08T22:26:26.005253
REC-VEH-1018-169,VEH-1018,2026-01-19T22:26:26.005464,preventive,electrical,medium,"['wiring harness', 'starter motor']",608.05,8.7,TECH-017,WS-002,Wear and tear on electrical components,"Replaced wiring harness, starter motor",Routine medium maintenance,2026-04-14T22:26:26.005464
REC-VEH-1018-337,VEH-1018,2025-08-04T22:26:26.005698,preventive,engine,high,"['spark plugs', 'oil filter', 'piston rings']",1927.88,25.7,TECH-003,WS-002,Wear and tear on engine components,"Replaced spark plugs, oil filter, piston rings",Routine high maintenance,2025-10-15T22:26:26.005698
REC-VEH-1018-333,VEH-1018,2025-08-08T22:26:26.005913,corrective,engine,low,['oil filter'],187.25,1.0,TECH-002,WS-002,Wear and tear on engine components,Replaced oil filter,Routine low maintenance,2025-10-04T22:26:26.005913
REC-VEH-1018-117,VEH-1018,2026-03-12T22:26:26.006178,preventive,tire,medium,"['valve stems', 'wheel bearings']",822.16,6.7,TECH-006,WS-001,Wear and tear on tire components,"Replaced valve stems, wheel bearings",Routine medium maintenance,2026-05-10T22:26:26.006178
REC-VEH-1018-112,VEH-1018,2026-03-17T22:26:26.006386,preventive,engine,medium,"['air filter', 'oil filter']",729.56,10.8,TECH-015,WS-004,Wear and tear on engine components,"Replaced air filter, oil filter",Routine medium maintenance,2026-06-03T22:26:26.006386
REC-VEH-1019-18,VEH-1019,2026-06-19T22:26:26.006613,preventive,brake,high,"['brake fluid', 'calipers', 'brake rotors']",1792.8,26.7,TECH-012,WS-003,Wear and tear on brake components,"Replaced brake fluid, calipers, brake rotors",Routine high maintenance,2026-09-10T22:26:26.006613
REC-VEH-1019-77,VEH-1019,2026-04-21T22:26:26.006826,predictive,transmission,low,['clutch'],214.42,5.8,TECH-006,WS-003,Wear and tear on transmission components,Replaced clutch,Routine low maintenance,2026-06-22T22:26:26.006826
REC-VEH-1019-113,VEH-1019,2026-03-16T22:26:26.007041,corrective,engine,low,['oil filter'],215.25,1.5,TECH-013,WS-003,Wear and tear on engine components,Replaced oil filter,Routine low maintenance,2026-05-12T22:26:26.007041
REC-VEH-1019-133,VEH-1019,2026-02-24T22:26:26.007250,predictive,engine,low,['oil filter'],163.54,3.2,TECH-007,WS-003,Wear and tear on engine components,Replaced oil filter,Routine low maintenance,2026-05-10T22:26:26.007250
REC-VEH-1019-288,VEH-1019,2025-09-22T22:26:26.007468,preventive,brake,medium,"['brake fluid', 'calipers']",783.24,10.3,TECH-011,WS-001,Wear and tear on brake components,"Replaced brake fluid, calipers",Routine medium maintenance,2025-11-17T22:26:26.007468
REC-VEH-1019-356,VEH-1019,2025-07-16T22:26:26.007687,preventive,brake,medium,"['calipers', 'brake pads']",869.09,8.1,TECH-019,WS-003,Wear and tear on brake components,"Replaced calipers, brake pads",Routine medium maintenance,2025-08-16T22:26:26.007687
REC-VEH-1019-47,VEH-1019,2026-05-21T22:26:26.007901,preventive,brake,low,['calipers'],212.96,3.8,TECH-003,WS-003,Wear and tear on brake components,Replaced calipers,Routine low maintenance,2026-07-05T22:26:26.007901
